file,emotion,text,speaker
Ses03M_script01_1_M012,ang,that we haven't had any hope for years now?,Ses03M
Ses03M_script01_1_M017,neu,"you know why i asked annie here, right?",Ses03M
Ses03M_script01_1_M019,neu,i want to ask her to marry me.,Ses03M
Ses03M_script01_1_M021,neu,okay. so then it's alright. i'll go ahead with it.,Ses03M
Ses03M_script01_1_M022,ang,oh see then it's just not my business. god you infuriate me sometimes. isn't my business too if dad throws a fit? huh? god you have such a talent for ignoring things.,Ses03M
Ses03M_script01_1_M027,ang,well to hell with that.,Ses03M
Ses03M_script01_1_M028,neu,i wanted to get this settled first.,Ses03M
Ses03M_script01_1_M029,neu,then i guess that's the end of it.,Ses03M
Ses03M_script01_1_M030,sad,but from her letters i think she's forgotten him. i'll find out.,Ses03M
Ses03M_script01_1_M031,neu,"and then we'll thrash it out with dad right? mom, don't avoid me.",Ses03M
Ses03M_script01_1_M036,sad,i've given it three years of thought and i thought that if i waited then dad would forget about larry and then we could have a regular wedding and everything happy.,Ses03M
Ses03M_script01_1_M037,neu,but if i can't have that here i'll get out.,Ses03M
Ses03M_script01_1_M038,neu,i'll get out. i'll marry her somewhere else. maybe new york.,Ses03M
Ses03M_script01_1_M039,ang,i've been a good son too long. a good sucker and i'm through with it.,Ses03M
Ses03M_script01_1_M040,ang,the business doesn't inspire me.,Ses03M
Ses03M_script01_1_M041,ang,yes. i like it an hour out of the day. if i have to grub for money all day long at least at evening i want it beautiful. i want a family. i want a wife. i want some kids. i want to build something i can give myself to.,Ses03M
Ses03M_script01_1_M043,neu,yes. on this i would.,Ses03M
Ses03M_script01_1_M045,sad,i know. just you help me stay here.,Ses03M
Ses03M_script01_1_M046,sad,i am thinking like that.,Ses03M
Ses03M_script01_1_M047,sad,no you don't. i'm a pretty tough guy.,Ses03M
Ses03M_script01_2_F000,ang,why did he invite her here?,Ses03F
Ses03M_script01_2_F001,ang,well she's been away for three and a half years in new york and suddenly she just shows up.,Ses03F
Ses03M_script01_2_F006,ang,no. she's not his girl joe and she knows that.,Ses03F
Ses03M_script01_2_F009,ang,"i mean, her faith is stronger than a rock.",Ses03F
Ses03M_script01_2_F010,sad,"my worst times i think about her, you know, and i",Ses03F
Ses03M_script01_2_F011,sad,it's like i know as long as she's waiting i'm right again.,Ses03F
Ses03M_script01_2_F012,ang,"no. nobody in my house better dare and challenge her faith. you know and maybe strangers but not his father, not his brother.",Ses03F
Ses03M_script01_2_F015,ang,"laugh, laugh at me but i will. because you know what happened when she came here? when she came back she slept in his room, the memorial broke into pieces. joe, look. look at it. you got to believe with me.",Ses03F
Ses03M_script01_2_F017,sad,"look, it was just last week that detroit, some boy came back he had been away longer than larry, you can read it for yourself. you above all people have got to believe.",Ses03F
Ses03M_script01_2_F019,sad,i can't help it.,Ses03F
Ses03M_script01_2_M001,neu,"well maybe, maybe he just wanted to see her.",Ses03M
Ses03M_script01_2_M004,neu,who said he even thought about that?,Ses03M
Ses03M_script01_2_M005,neu,"well, so what?",Ses03M
Ses03M_script01_2_M008,neu,how do you know why she's waited? hmmm?,Ses03M
Ses03M_script01_2_M014,ang,"alright, alright, calm yourself okay? calm yourself. wait, wait. what do you mean, me above all?",Ses03M
Ses03M_script01_2_M015,ang,"wait, what does that mean? me above all?",Ses03M
Ses03M_script01_2_M016,ang,"look at you, you're shaking.",Ses03M
Ses03M_script01_2_M017,ang,what do i got to hide? huh? what the hell's the matter with you kate?,Ses03M
Ses03M_script01_3_F004,sad,no. i'm not sorry. but i'm not going to stay.,Ses03F
Ses03M_script01_3_F006,sad,"look,",Ses03F
Ses03M_script01_3_F007,sad,"you saw the way that she acted and then well, i mean, you, you were acting kind of...",Ses03F
Ses03M_script01_3_F008,sad,"well, i don't know, embarrassed of her since i came.",Ses03F
Ses03M_script01_3_F011,hap,"well,",Ses03F
Ses03M_script01_3_F012,hap,i guess that's why i came.,Ses03F
Ses03M_script01_3_F013,hap,"look, i've been ready for a long, long time now.",Ses03F
Ses03M_script01_3_F014,hap,"look, i almost got married two years ago.",Ses03F
Ses03M_script01_3_F015,hap,you started to write me.,Ses03F
Ses03M_script01_3_F016,hap,every day since.,Ses03F
Ses03M_script01_3_F017,hap,"i was waiting for you chris, i mean, till then you never wrote and then when you did what did you say?",Ses03F
Ses03M_script01_3_F018,hap,you'd always be so ambiguous.,Ses03F
Ses03M_script01_3_F019,hap,i'll never forgive you for that.,Ses03F
Ses03M_script01_3_F020,hap,"i mean, why did you wait all these years? there i was sitting around and wondering if i was crazy for thinking about you.",Ses03F
Ses03M_script01_3_F021,hap,not like that you're not.,Ses03F
Ses03M_script01_3_F029,sad,how many?,Ses03F
Ses03M_script01_3_F030,sad,geez.,Ses03F
Ses03M_script01_3_F031,sad,and you still feel that way?,Ses03F
Ses03M_script01_3_F033,sad,"that includes me too, i mean and the money, you have right to that money. your father put planes up in the air, good planes and he deserves it, you should be proud of that. a man should be paid for that.",Ses03F
Ses03M_script01_3_F034,hap,what am i going to do with a fortune?,Ses03F
Ses03M_script01_3_M001,neu,you're not sorry you came?,Ses03M
Ses03M_script01_3_M004,neu,what?,Ses03M
Ses03M_script01_3_M008,hap,"i mean, that's the reason why i asked you here.",Ses03M
Ses03M_script01_3_M010,hap,i love you.,Ses03M
Ses03M_script01_3_M016,hap,you felt something that far back.,Ses03M
Ses03M_script01_3_M018,hap,"give me a kiss ann, just give me...",Ses03M
Ses03M_script01_3_M019,hap,"oh god. annie, i kissed annie. i kissed annie.",Ses03M
Ses03M_script01_3_M021,hap,we're going to live now. i'm going to make you so happy.,Ses03M
Ses03M_script01_3_M023,sad,"nothing. hey, let's drive somewhere. i want to be alone with you.",Ses03M
Ses03M_script01_3_M027,sad,you remember overseas i was in command of a company?,Ses03M
Ses03M_script01_3_M028,sad,well i lost them.,Ses03M
Ses03M_script01_3_M029,sad,just about all.,Ses03M
Ses03M_script01_3_M030,sad,takes a little while to toss that off cause they weren't just men.,Ses03M
Ses03M_script01_3_M031,sad,"for instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",Ses03M
Ses03M_script01_3_M032,sad,"that's just a little thing but that's the kind of guys i had. they didn't just die, they killed themselves for each other and i mean that exactly.",Ses03M
Ses03M_script01_3_M033,sad,a little more selfish and they'd still be here today. and i got this idea watching them go down. see everything was being destroyed but there was one new thing that was being created.,Ses03M
Ses03M_script01_3_M034,sad,"it was a kind of responsibility, man for man. you understand me?",Ses03M
Ses03M_script01_3_M035,sad,and to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,Ses03M
Ses03M_script01_3_M036,sad,and then i came here and it was incredible. there was no meaning in it here. the whole thing to them was a kind of bus accident.,Ses03M
Ses03M_script01_3_M037,sad,"and i went to work with dad and that rat race again and i felt what you said, ashamed. somehow because nobody was changed at all.",Ses03M
Ses03M_script01_3_M038,sad,"it seemed to make a sucker out of a lot of guys. i felt wrong to be alive. i felt wrong to have that new checkbook,",Ses03M
Ses03M_script01_3_M039,sad,"open that new bank account, drive the new car and see the new refrigerator",Ses03M
Ses03M_script01_3_M040,sad,"cause you can take those things out of the war. but you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",Ses03M
Ses03M_script01_3_M041,sad,otherwise what you have is loot and there's blood on it.,Ses03M
Ses03M_script01_3_M042,sad,and i didn't want to take any of it and i guess that included you.,Ses03M
Ses03M_script01_3_M045,hap,annie i'm going to make a fortune for you.,Ses03M
Ses03M_script01_3_M046,hap,buy some hats?,Ses03M
Ses03M_script02_1_F005,neu,yes.,Ses03F
Ses03M_script02_1_F016,neu,i'm just not.,Ses03F
Ses03M_script02_1_M000,hap,"hey, what time is it? this pokes around midnight right? god this is great isn't it?",Ses03M
Ses03M_script02_1_M001,hap,look at the night we got. i wouldn't trade this for anything.,Ses03M
Ses03M_script02_1_M002,hap,you know actually i wanted to go a little further up the coast and get away from all the lights and people but i was afraid you'd miss it. how are you doing?,Ses03M
Ses03M_script02_1_M003,hap,"is that, is that, nah, is that just paul? i can't even tell.",Ses03M
Ses03M_script02_1_M004,hap,"but if i can't tell, it probably isn't them isn't it? probably would be unmistakable wouldn't you think? how are you doing?",Ses03M
Ses03M_script02_1_M005,hap,"oh, you know what i forgot? i forgot my flashlight. how could i be so stupid? i should've brought my flashlight.",Ses03M
Ses03M_script02_1_M014,hap,"god. oh, you know what would be good right about now? a six-pack. a six-pack would be just the ticket.",Ses03M
Ses03M_script02_1_M015,hap,"i'm so stupid, i should've brought a six-pack. god, i'm like a little kid. it's amazing i get out of the house with my fly zipped up. oh- [laughter]",Ses03M
Ses03M_script02_1_M016,hap,i wonder if they can hear us talk? or feel the vibrations in the sand when we move around?,Ses03M
Ses03M_script02_1_M017,neu,do you want my jacket?,Ses03M
Ses03M_script02_1_M023,hap,"honey, this is a natural phenomenon. it only happens once a year. i mean think about the people in kansas, they would have to get hotel reservations and plane tickets to come and see this. we're only forty minutes away. this is too good to pass up.",Ses03M
Ses03M_script02_1_M024,hap,"well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",Ses03M
Ses03M_script02_1_M025,hap,"but this is the big night for these guys. their last, life's last orgy.",Ses03M
Ses03M_script02_1_M026,hap,yeah they do.,Ses03M
Ses03M_script02_1_M027,hap,"okay. but it's fish that do something that no other fish do. like the swallows in capistrano or the lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",Ses03M
Ses03M_script02_1_M034,hap,"look, is that...no is that just seaweed?",Ses03M
Ses03M_script02_1_M035,hap,"you know, this is great isn't it? you know, i wouldn't trade this for anything.",Ses03M
Ses03M_script02_1_M036,hap,"i mean, think about this, i know you're not interested but just think about this for a minute.",Ses03M
Ses03M_script02_1_M037,hap,"somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...",Ses03M
Ses03M_script02_1_M038,hap,"...like and they all just turned at once and formed a line as long as the california coast and started swimming this way. they didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything. no one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.",Ses03M
Ses03M_script02_1_M039,hap,"it's single mindedness with no mind. it's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",Ses03M
Ses03M_script02_1_M040,hap,they just start swimming to this place right here where we stand for massive celebration of sex and death.,Ses03M
Ses03M_script02_1_M041,hap,"oh, i'm giving myself goose bumps. look, all my hairs are standing up.",Ses03M
Ses03M_script02_1_M042,hap,[breathing] so what do you think?,Ses03M
Ses03M_script02_1_M043,hap,about what i just said?,Ses03M
Ses03M_script02_2_F000,ang,about what?,Ses03F
Ses03M_script02_2_F001,ang,it's ridiculous.,Ses03F
Ses03M_script02_2_F002,ang,"it's pr. i mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",Ses03F
Ses03M_script02_2_F003,ang,"yeah. everyone else was sold the same thing. i mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",Ses03F
Ses03M_script02_2_F004,ang,"look, i'm sorry but it's still just fish to me.",Ses03F
Ses03M_script02_2_F009,ang,okay. twice is as many times as we've tried and that's ever.,Ses03F
Ses03M_script02_2_F011,ang,"augie, god dammit, don't ask me that. you always ask me that. i hate it when you ask me that. it's insulting.",Ses03F
Ses03M_script02_2_F013,ang,"listen, i've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",Ses03F
Ses03M_script02_2_F016,ang,"no we won't. i mean, god, this isn't about the fish augie.",Ses03F
Ses03M_script02_2_F018,sad,we thought i was pregnant.,Ses03F
Ses03M_script02_2_F023,sad,i'd rather not remember something...,Ses03F
Ses03M_script02_2_F024,sad,rather not hope for something.,Ses03F
Ses03M_script02_2_F025,sad,no.,Ses03F
Ses03M_script02_2_F031,ang,i want things to turn out the way that they're supposed to be.,Ses03F
Ses03M_script02_2_F033,ang,cause everything isn't anything like i thought it would be.,Ses03F
Ses03M_script02_2_F034,sad,this is just this. you know? i mean it's a lot and everything but it isn't somewhere else. do you know what i'm trying to say?,Ses03F
Ses03M_script02_2_F035,sad,i know you are augie. i know you wanted this evening to be nice.,Ses03F
Ses03M_script02_2_F036,sad,i can't help thinking about being somewhere else.,Ses03F
Ses03M_script02_2_F037,sad,i didn't say that.,Ses03F
Ses03M_script02_2_F038,sad,"augie, whatever i'm doing i'd rather be doing with you.",Ses03F
Ses03M_script02_2_F040,sad,if anybody wants to be with anybody else it's probably you. probably somebody who enjoys herself a little more and is not so hard.,Ses03F
Ses03M_script02_2_F041,sad,"well, i guess this is the wrong spot for the right people.",Ses03F
Ses03M_script02_2_F042,hap,yeah. i noticed that. it's real pretty on the water.,Ses03F
Ses03M_script02_2_F044,hap,oh you brought refreshments.,Ses03F
Ses03M_script02_2_F046,hap,no i'm beginning to think you might be right.,Ses03F
Ses03M_script02_2_F047,hap,i think this may be the place for us after all.,Ses03F
Ses03M_script02_2_F048,hap,i am sorry augie.,Ses03F
Ses03M_script02_2_F049,hap,or not.,Ses03F
Ses03M_script02_2_M000,hap,so what do you think?,Ses03M
Ses03M_script02_2_M014,neu,"well, we're going to see it.",Ses03M
Ses03M_script02_2_M017,neu,"let's see i took a shower, you were watching the news, you said hey, hey the grunions are running tonight and i said great let's go, i feel lucky tonight.",Ses03M
Ses03M_script02_2_M019,neu,wait a minute. i've got it.,Ses03M
Ses03M_script02_2_M020,neu,it was in the car right? driving past the knickerbocker liquor locker...,Ses03M
Ses03M_script02_2_M021,neu,and you said let's get some champagne and i said time's a wasting or something like that.,Ses03M
Ses03M_script02_2_M022,neu,you want this to be like the other time right? that's it right?,Ses03M
Ses03M_script02_2_M028,ang,welcome to the human race.,Ses03M
Ses03M_script02_2_M029,ang,do you think that this is what i had in mind? that four years down the line that we'd get married and come to the beach and argue with each other over fish? no.,Ses03M
Ses03M_script02_2_M030,ang,i was just like you. i thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,Ses03M
Ses03M_script02_2_M031,ang,...and you know? baby the jokes on us. because you know what you get? do you know what you get carla? you get this.,Ses03M
Ses03M_script02_2_M032,ang,yes it is.,Ses03M
Ses03M_script02_2_M033,ang,right.,Ses03M
Ses03M_script02_2_M036,sad,maybe if you were with someone else too.,Ses03M
Ses03M_script02_2_M037,sad,i know. but i know i don't make you happy.,Ses03M
Ses03M_script02_2_M041,hap,i mean look at the view of the moon we got from here.,Ses03M
Ses03M_script02_2_M042,hap,"hey, look what we got here.",Ses03M
Ses03M_script02_2_M045,hap,shh. if we're very quiet the fish might come.,Ses03M
Ses03M_script02_2_M046,hap,or not.,Ses03M
Ses03M_script03_1_F003,hap,now and always sweet.,Ses03F
Ses03M_script03_1_F004,hap,"i mean, it was, it's bound to come out sooner or later.",Ses03F
Ses03M_script03_1_F005,hap,that sent shivers up my spine.,Ses03F
Ses03M_script03_1_F006,hap,behave exquisitely.,Ses03F
Ses03M_script03_1_F018,sad,that's serious enough.,Ses03F
Ses03M_script03_1_M004,hap,i don't care then.,Ses03M
Ses03M_script03_1_M006,hap,"no, wrong number.",Ses03M
Ses03M_script03_1_M035,neu,i didn't hit you very hard.,Ses03M
Ses03M_script03_2_F000,neu,"oh, come on, you knew there was nothing in that.",Ses03F
Ses03M_script03_2_F001,ang,presents? a trivial little broach.,Ses03F
Ses03M_script03_2_F003,neu,no i didn't. you made up the whole thing in your jealous imagination.,Ses03F
Ses03M_script03_2_F004,neu,just a little perhaps but nothing serious.,Ses03F
Ses03M_script03_2_F006,neu,"well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",Ses03F
Ses03M_script03_2_F010,ang,i don't know why you want it. you've already had two glasses.,Ses03F
Ses03M_script03_2_F011,ang,i don't see what you have to go on and on with this kind of thing.,Ses03F
Ses03M_script03_2_F012,neu,it's become a habit with you.,Ses03F
Ses03M_script03_2_F014,ang,what?,Ses03F
Ses03M_script03_2_F016,neu,"no, just making myself beautiful for you.",Ses03F
Ses03M_script03_2_F017,neu,that's the woman's job to lure the man. watch me a moment won't you?,Ses03F
Ses03M_script03_2_F024,ang,"adders don't snap, they sting.",Ses03F
Ses03M_script03_2_F025,ang,they sting.,Ses03F
Ses03M_script03_2_F028,ang,mind your business.,Ses03F
Ses03M_script03_2_F029,ang,you're quite insufferable. i expect it's because you're drunk.,Ses03F
Ses03M_script03_2_F030,ang,you've always had a weak head.,Ses03F
Ses03M_script03_2_F031,ang,"on the contrary, a child of two can get violently drunk off just one glass of brandy.",Ses03F
Ses03M_script03_2_F032,ang,shut up.,Ses03F
Ses03M_script03_2_F033,ang,"not very funny dear. in fact, maybe you better have some more brandy.",Ses03F
Ses03M_script03_2_F036,neu,they are away in tunis.,Ses03F
Ses03M_script03_2_F038,ang,very well. if you insist on being a boorish and idiotic.,Ses03F
Ses03M_script03_2_F039,ang,you are far too temperamental. try to control yourself.,Ses03F
Ses03M_script03_2_F040,ang,go away. go away. i hate you.,Ses03F
Ses03M_script03_2_F041,ang,"i hate you. listen i'm sick and tired of listening to you, you sadistic bully.",Ses03F
Ses03M_script03_2_F042,ang,"this is the end. understand? this is the end, here and now, forever and always.",Ses03F
Ses03M_script03_2_F043,ang,"oh, yes i am. yes i am and you can't stop me.",Ses03F
Ses03M_script03_2_F044,ang,"listen, you're a cruel fiend and i hate, loathe you. thank god finally, finally thank god i've realized just how horrible you are--and marry you? marry you? never. i will never marry you. i will die die in torment-",Ses03F
Ses03M_script03_2_F045,ang,beast. brute. cad. swine. beast. beast. brute. devil. sorry.,Ses03F
Ses03M_script03_2_M000,neu,yes. the real cause of that rile was peter burden.,Ses03M
Ses03M_script03_2_M003,ang,you went out of your way to torture me over peter burden.,Ses03M
Ses03M_script03_2_M004,ang,you must admit he was in love with you.,Ses03M
Ses03M_script03_2_M005,ang,you let him kiss you. you said so. what of it?,Ses03M
Ses03M_script03_2_M006,ang,and what about me?,Ses03M
Ses03M_script03_2_M007,ang,"oh, that's a nice point of view i must say.",Ses03M
Ses03M_script03_2_M008,ang,"yeah, so am i. bored stiff.",Ses03M
Ses03M_script03_2_M009,neu,you want some brandy?,Ses03M
Ses03M_script03_2_M010,neu,i'll have a little i think.,Ses03M
Ses03M_script03_2_M011,ang,no particular reason. anyhow they were very small ones.,Ses03M
Ses03M_script03_2_M012,ang,oh my...just because i just...okay...,Ses03M
Ses03M_script03_2_M014,ang,you needn't be so grand just because you don't happen to want any yourself at the moment.,Ses03M
Ses03M_script03_2_M019,neu,actually that's perfectly true.,Ses03M
Ses03M_script03_2_M020,neu,yes it is.,Ses03M
Ses03M_script03_2_M021,neu,i think that,Ses03M
Ses03M_script03_2_M029,ang,i'm not in the least bit drunk.,Ses03M
Ses03M_script03_2_M030,ang,"okay, like i mentioned before i had three very small, minute liquor glasses of brandy. that's not even enough to get a child of two drunk.",Ses03M
Ses03M_script03_2_M031,ang,"oh, what an interesting topic. what about a child of four and a child of six? a child of nine?",Ses03M
Ses03M_script03_2_M032,ang,we might be able to bring up a splendid little debate about this intemperate tots.,Ses03M
Ses03M_script03_2_M033,ang,"oh, thanks. i think i will.",Ses03M
Ses03M_script03_2_M034,ang,you better turn that off.,Ses03M
Ses03M_script03_2_M038,ang,no i'll do no such thing.,Ses03M
Ses03M_script03_2_M039,ang,"come on, turn it off. it's driving me mad.",Ses03M
Ses03M_script03_2_M040,ang,turn it--turn it off.,Ses03M
Ses03M_script03_2_M041,ang,very amusing indeed.,Ses03M
Ses03M_script03_2_M042,ang,"you know what? you're a vile, little, evil-minded, little, wicked beast and i never want to see you again.",Ses03M
Ses03M_script03_2_M043,ang,you're not going nowhere. no you're not.,Ses03M
Ses03M_script03_2_M044,ang,just shut up.,Ses03M
Ses03M_script03_2_M045,ang,shut up. shut up. i would-i would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and i hope to god i never see you again.,Ses03M
Ses03M_script03_2_M046,ang,oh.,Ses03M
Ses04F_impro01_F004,ang,i did exactly what they told me to do.,Ses04F
Ses04F_impro01_F008,ang,i've been to the back of the line five times.,Ses04F
Ses04F_impro01_F009,ang,okay. what is it that i did wrong on the form that i have to start all over again?,Ses04F
Ses04F_impro01_F010,ang,"okay. well, i can do that right here right now without going to the back of the line again. see look initialed. all done. ready to go.",Ses04F
Ses04F_impro01_F012,ang,i'm not starting over again. no i have done this five times. i am not starting over again.,Ses04F
Ses04F_impro01_F014,ang,i mean look she's -she's perfectly nice. she doesn't mind waiting for a couple of minutes because i've been here all day. i have a job to get back to. i have kids to pick up from school. i can't just stay here.,Ses04F
Ses04F_impro01_F016,ang,this is your job is to help people like me who need to get a new license.,Ses04F
Ses04F_impro01_F019,ang,i'm testing your patience?,Ses04F
Ses04F_impro01_F021,ang,i don't need to be. i need to go and do other things with my time. okay.,Ses04F
Ses04F_impro01_F022,ang,"please just put the form in, take the picture, let me get my license and get the hell out of here. please.",Ses04F
Ses04F_impro01_M005,ang,i've got a life too ma'am,Ses04M
Ses04F_impro01_M008,ang,there's nothing i can do for you. do you understand that? nothing.,Ses04M
Ses04F_impro01_M011,ang,you're going to have to go back again.,Ses04M
Ses04F_impro01_M014,ang,ma'am i have other people waiting in line right now. i have other people waiting in line right now.,Ses04M
Ses04F_impro01_M021,ang,like i said before right now.,Ses04M
Ses04F_impro01_M023,ang,you're testing my goddamn patience.,Ses04M
Ses04F_impro01_M024,ang,"i work in this fucking building all day. and i'm sick of it, okay?",Ses04M
Ses04F_impro02_F000,sad,yeah. they just called.,Ses04F
Ses04F_impro02_F001,sad,i know.,Ses04F
Ses04F_impro02_F002,sad,i don't know what to say. i don't want to go but i don't have a lot of choice.,Ses04F
Ses04F_impro02_F003,sad,i'm going to come back. i need you to believe that.,Ses04F
Ses04F_impro02_F005,sad,well you have to have faith because i don't have a choice and i have to go.,Ses04F
Ses04F_impro02_F006,sad,do you think i want to leave you?,Ses04F
Ses04F_impro02_F007,sad,i have to do this. i don't want to leave. do you think i want to miss seeing her grow up?,Ses04F
Ses04F_impro02_F009,sad,and now- and now it's really shitty timing but now i have to go.,Ses04F
Ses04F_impro02_F011,sad,what's that supposed to mean?,Ses04F
Ses04F_impro02_F012,ang,well i'll come back. what is that supposed to mean? you're not willing to wait for me to come back?,Ses04F
Ses04F_impro02_F017,ang,thanks that helps.,Ses04F
Ses04F_impro02_F018,ang,i feel much better now.,Ses04F
Ses04F_impro02_F022,ang,that's how you want to leave it?,Ses04F
Ses04F_impro02_F023,sad,i want you to be okay with it as much as you can be. i mean it's not a great situation but we don't have an option here.,Ses04F
Ses04F_impro02_F024,sad,fine.,Ses04F
Ses04F_impro02_M000,sad,so you're leaving tomorrow.,Ses04M
Ses04F_impro02_M001,sad,this is really-this is unfair.,Ses04M
Ses04F_impro02_M004,sad,"and, uh, i'm afraid that if you, you know, when you leave, you won't come back.",Ses04M
Ses04F_impro02_M012,sad,i mean we can't-we're not a complete family without you here.,Ses04M
Ses04F_impro02_M018,ang,that's all i'm saying... no you don't.,Ses04M
Ses04F_impro02_M020,ang,"you're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",Ses04M
Ses04F_impro02_M021,ang,yeah. of course i do because i didn't enlist in this stupid thing. why don't you just get out now and then-,Ses04M
Ses04F_impro02_M024,sad,"i don't know how else to leave it. what, do you want me to lie to you?",Ses04M
Ses04F_impro02_M025,sad,you want me tell you that i'm okay with it?,Ses04M
Ses04F_impro02_M026,sad,well i can't be okay with it the same way you can't not go. it just doesn't work that way.,Ses04M
Ses04F_impro03_F000,hap,i have something to tell you.,Ses04F
Ses04F_impro03_F001,hap,it's really exciting. don't you want to guess?,Ses04F
Ses04F_impro03_F002,hap,look.,Ses04F
Ses04F_impro03_F003,hap,yes. he finally proposed. i'm getting married.,Ses04F
Ses04F_impro03_F004,hap,i know. i'm so-,Ses04F
Ses04F_impro03_F005,hap,thank you. [laughter],Ses04F
Ses04F_impro03_F006,hap,you think. [laughter],Ses04F
Ses04F_impro03_F007,hap,"well actually we were just talking about today and i don't really want to do like the traditional church thing, you know. so we are going to get married in the meadow.",Ses04F
Ses04F_impro03_F009,hap,we're going to get married in the middle of a meadow. [laughter],Ses04F
Ses04F_impro03_F010,hap,"everybody's going to come up. we're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff.",Ses04F
Ses04F_impro03_F011,hap,so pretty.,Ses04F
Ses04F_impro03_F012,hap,very midsummer night's wedding.,Ses04F
Ses04F_impro03_F013,hap,thanks. thanks a lot. you're really helping the excitement here. i hope no one dies.,Ses04F
Ses04F_impro03_F014,hap,"okey well- well-, you know what? i was hoping that you would help",Ses04F
Ses04F_impro03_F015,hap,plan everything. so then you can make sure that no one gets attacked by bears.,Ses04F
Ses04F_impro03_F016,hap,yeah?,Ses04F
Ses04F_impro03_F017,hap,really?,Ses04F
Ses04F_impro03_F018,hap,"okay. it's going to be in, like, six months. so we don't have a really long time.",Ses04F
Ses04F_impro03_F034,hap,"throw in a little- little, uh, trim in yellow. maybe some yellow flowers.",Ses04F
Ses04F_impro03_F036,hap,yes.,Ses04F
Ses04F_impro03_F038,hap,because you're going to take care of everything. you're going to think of all the details that i forget.,Ses04F
Ses04F_impro03_F040,hap,ha ha ha.,Ses04F
Ses04F_impro03_F041,hap,ha ha.,Ses04F
Ses04F_impro03_F042,hap,just couldn't be any cooler.,Ses04F
Ses04F_impro03_F043,hap,i know. i've been waiting forever. i can't believe it's finally happening.,Ses04F
Ses04F_impro03_F044,hap,you don't look like you're going to faint.,Ses04F
Ses04F_impro03_F045,hap,so- so when are you getting married mr. excited?,Ses04F
Ses04F_impro03_F047,hap,you haven't ruined it yet.,Ses04F
Ses04F_impro03_F048,hap,you really like,Ses04F
Ses04F_impro03_F050,hap,you could make her that excited. you really like her. you guys have been together for a really long time now.,Ses04F
Ses04F_impro03_F051,hap,[laughter] that's more than i needed to know.,Ses04F
Ses04F_impro03_F052,hap,[laughter],Ses04F
Ses04F_impro03_M000,neu,what? you seem so excited.,Ses04M
Ses04F_impro03_M001,neu,"uh, you got a new car, a new house. uh, a dog.",Ses04M
Ses04F_impro03_M003,hap,holy shit that's amazing.,Ses04M
Ses04F_impro03_M004,hap,congratulations.,Ses04M
Ses04F_impro03_M005,hap,"i'm invited, right.",Ses04M
Ses04F_impro03_M014,hap,yeah. i'll help plan.,Ses04M
Ses04F_impro03_M018,neu,why not browns?,Ses04M
Ses04F_impro03_M019,neu,"it's a light brown, tanish.",Ses04M
Ses04F_impro03_M020,neu,i just think browns are really what you want to go with. i mean i think there's more contrast between brown and green than there is-,Ses04M
Ses04F_impro03_M021,neu,i know but you just asked me to-,Ses04M
Ses04F_impro03_M027,neu,okay. fine. so green and what?,Ses04M
Ses04F_impro03_M028,neu,blue?,Ses04M
Ses04F_impro03_M029,neu,"okay, fine. greens and blues.",Ses04M
Ses04F_impro03_M030,neu,greens and blues and maybe a little light yellow?,Ses04M
Ses04F_impro03_M031,neu,yeah?,Ses04M
Ses04F_impro03_M032,neu,"okay. that sounds good. um, and, uh, we're going to get like a five, uh, story cake, right?",Ses04M
Ses04F_impro03_M033,neu,"i mean, you know, you're going to have at least, like, two hundred and fifty people come. so we're going to need, you know, just a huge buffet.",Ses04M
Ses04F_impro03_M034,neu,"fried chicken, mashed potatoes.",Ses04M
Ses04F_impro03_M035,neu,well i can't be in charge of this. i mean i got things i got to do.,Ses04M
Ses04F_impro03_M036,hap,well this is really exciting. i mean- i just- i couldn't be happier right now.,Ses04M
Ses04F_impro03_M037,hap,i'm thrilled. god.,Ses04M
Ses04F_impro03_M038,hap,just ecstatic. i can't believe you're my best friend,Ses04M
