file,emotion,text,speaker,aug_text
Ses03M_impro02_F016,sad,i can't do this.,Ses03F,I can't do this.
Ses03M_impro02_F017,sad,i'm sick of being strong-- --for us.,Ses03F,I'm tired of being strong... for us.
Ses03M_impro02_F022,sad,"and watch our child grow, see her take her first steps, her first words.",Ses03F,"Watch our kids grow up, watch her take the first step, say a few words."
Ses03M_impro02_F023,sad,you said two years.,Ses03F,You said it for two years.
Ses03M_impro02_F024,sad,a whole year? --we're not talking about like a couple months here. i mean this is a whole year.,Ses03F,"A whole year? -- we're not talking like months. I mean, it's a whole year."
Ses03M_impro02_F025,sad,what could happen in a year?,Ses03F,What happens after a year?
Ses03M_impro02_F026,sad,and this isn't the first time you know? i mean you always...sending you off to different places and...,Ses03F,Isn't this the first time you know?
Ses03M_impro02_F027,sad,i don't know if that's how i want to live my life.,Ses03F,I don't know if I want to live my life like this.
Ses03M_impro02_F028,sad,"joe i'm serious i don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",Ses03F,"I'm serious, and I don't want a little girl to tell... that every day I ask Dad where, and I have to tell her that he's gone--"
Ses03M_impro02_F029,sad,far away and he won't be here.,Ses03F,"Far away, he won't be here."
Ses03M_impro02_F030,sad,i'm done. i can't honey.,Ses03F,I've had it. I can't be honey anymore.
Ses03M_impro02_F031,sad,it's over.,Ses03F,It's over.
Ses03M_impro02_F032,sad,honey i can't do it anymore.,Ses03F,"Honey, I can't do this anymore."
Ses03M_impro02_F033,sad,i need you here. anna needs you.,Ses03F,I need you here. Anna needs you.
Ses03M_impro02_F034,sad,yeah.,Ses03F,Yeah.
Ses03M_impro02_M000,sad,hey sweetie.,Ses03M,"Hey, honey."
Ses03M_impro02_M001,sad,hey.,Ses03M,Hey.
Ses03M_impro02_M002,sad,"uh, -um",Ses03M,"Mm-hmm, mm-hmm."
Ses03M_impro02_M003,sad,they need me out there sooner than i thought,Ses03M,They need me out sooner than I thought.
Ses03M_impro02_M004,sad,they want to deploy me next week.,Ses03M,They want to deploy me next week.
Ses03M_impro02_M005,sad,for--,Ses03M,For--
Ses03M_impro02_M006,sad,they said anywhere from two to three years.,Ses03M,"They said, ""Twenty-three to three years,"
Ses03M_impro02_M011,sad,no.,Ses03M,Nothing.
Ses03M_impro02_M012,sad,honey you're not going to be by yourself--,Ses03M,"Honey, you won't be alone..."
Ses03M_impro02_M013,neu,"we'll have internet set up, we'll get web cameras and everything. my whole family's here too.",Ses03M,"We'll set it up on the Internet, we'll get webcams and everything, and my whole family's here."
Ses03M_impro02_M015,neu,"you can do it. alright? you can, you can be strong, you can be strong for both of us alright?",Ses03M,"You can, you can, you can, you can be strong, you can be strong on both of us, okay?"
Ses03M_impro02_M016,sad,i don't know what to do.,Ses03M,I don't know what to do.
Ses03M_impro02_M019,sad,you know i can't say no.,Ses03M,You know I can't refuse.
Ses03M_impro02_M024,sad,honey after a year i can be back.,Ses03M,"One year from now, honey, I can come back."
Ses03M_impro02_M025,sad,they want me there two years but i could probably get,Ses03M,"They want me to stay there for two years, but I might get it."
Ses03M_impro02_M026,sad,maybe get some vacation-- --once it quiets down there.,Ses03M,Maybe take a vacation... once it's quiet.
Ses03M_impro02_M027,sad,i know. i know. but they really need some good guys there.,Ses03M,"I know, but they really need some good people."
Ses03M_impro02_M028,sad,well that's the kind of work i'm in honey.,Ses03M,That's what I do in honey.
Ses03M_impro02_M029,sad,it's just going to be--it's going to go faster than you think.,Ses03M,It'll be faster than you think.
Ses03M_impro02_M030,sad,you tell her-- [breathing],Ses03M,You tell her-- [Breathing]
Ses03M_impro02_M031,sad,what do you mean?,Ses03M,What did you say?
Ses03M_impro03_F001,hap,what?,Ses03F,What?
Ses03M_impro03_F003,hap,"chuck e. cheese? ah, man that is so lame.",Ses03F,Cheese?
Ses03M_impro03_F004,hap,are you serious [garbage] man?,Ses03F,Are you serious?
Ses03M_impro03_F005,hap,oh like that one movie. what's that one movie i just saw? no. where she like swallows the...,Ses03F,"Oh, like that movie, what was that movie I just saw?"
Ses03M_impro03_F006,hap,"oh, i don't remember. everybody says i love you with drew barrymore...no you haven't seen it? okay.",Ses03F,"Oh, I don't remember. Everyone says I love you."
Ses03M_impro03_F010,hap,[laughter] so nasty. no you... dirty me?,Ses03F,"No, you... dirty me?"
Ses03M_impro03_F012,hap,she actually asked if it was real? i would've probably asked the same thing considering you were in chuck e. cheese.,Ses03F,She really asked if it was true?
Ses03M_impro03_F015,neu,"yeah. that's, you know, okay.",Ses03F,"Yeah, it's, you know, okay."
Ses03M_impro03_F016,hap,"oh god! you are damn cheap, cheap, cheap. anyways, moving on. it's not like you're poor. i mean your dad makes... okey",Ses03F,"Oh, God, you're cheap. You're cheap. You're cheap."
Ses03M_impro03_F017,hap,you had the mouse?,Ses03F,Do you have a mouse?
Ses03M_impro03_F018,neu,isn't it a rat? it's a rat. chuck e. cheese?,Ses03F,It's not a mouse? It's a mouse? Cheese?
Ses03M_impro03_F021,hap,"okay, that is really cheesy joe.",Ses03F,"Well, that's really vulgar Joe."
Ses03M_impro03_F022,hap,oh that's kind of sweet.,Ses03F,"Oh, that's kind of sweet."
Ses03M_impro03_F023,hap,"wait, wait, wait i want you to marry me? no, shouldn't you like be more like a question like, would you marry me? not like i want you to marry me. it's like a demand.",Ses03F,"Wait, wait, wait. I want you to marry me?"
Ses03M_impro03_F024,hap,"you marry me. i man i jane, you tarzan.",Ses03F,"You marry me, I marry Jane, you tazan."
Ses03M_impro03_F025,hap,she said sure?,Ses03F,She said yes?
Ses03M_impro03_F026,hap,sure? who says sure? you say yes...i don't like--,Ses03F,"Sure, who's sure? You said yes. I don't like..."
Ses03M_impro03_F027,hap,how long have you guys been going out?,Ses03F,How long have you been seeing each other?
Ses03M_impro03_F033,hap,she must be hot.,Ses03F,She must be hot.
Ses03M_impro03_F036,neu,you still act like a boy. and men take a lot longer to grow----i will tell you.,Ses03F,It takes longer for a man to grow up... and I'll tell you.
Ses03M_impro03_M000,hap,hey.,Ses03M,Hey.
Ses03M_impro03_M001,hap,"esmeralda, guess what?",Ses03M,"Emerald, guess what?"
Ses03M_impro03_M002,hap,[laughter] guess who just got hitched?,Ses03M,Guess who just got married?
Ses03M_impro03_M003,hap,this guy. yeah. can you believe it? she said yes too. yeah. she said yes.,Ses03M,"This guy, yes, can you believe it? She said yes, yes, she did."
Ses03M_impro03_M004,hap,okay we were at chuck e. cheese.,Ses03M,We were in Chuck e.
Ses03M_impro03_M011,hap,"ah...anyways, so she took the ring and she goes, is this real? so i was like, of course--",Ses03M,"Always, so she took the ring and she left, is that true?"
Ses03M_impro03_M012,hap,sara and i--,Ses03M,Sarah and I--
Ses03M_impro03_M013,hap,come on. it was her birthday.,Ses03M,"Come on, it's her birthday."
Ses03M_impro03_M014,hap,she wanted...she always wants something spontaneous.,Ses03M,She wants... she always wants something spontaneous.
Ses03M_impro03_M015,hap,"i couldn't, i couldn't afford the red lobster. [laughter] what anyway?",Ses03M,I can't afford a red lobster.
Ses03M_impro03_M016,hap,so okay then and.,Ses03M,"So, okay, then."
Ses03M_impro03_M017,hap,"i got all the character animals to do a conga line,",Ses03M,"I got all the character animals to do a conga line,"
Ses03M_impro03_M018,hap,"dim down the lights and uh, i got on one of the tables pulled her up.",Ses03M,"The light's dim, uh, and I got a table to pull her up."
Ses03M_impro03_M019,hap,yeah.,Ses03M,Yeah.
Ses03M_impro03_M020,hap,"chucky...i don't know. i don't know. anyways, i pull her up and i go, i go sarah",Ses03M,Chucky... I don't know.
Ses03M_impro03_M021,hap,"you're my guiding light, then they put on that song the i've had the time of my life, that song.",Ses03M,"You're my guiding light, and then they put that song I've ever had in my life time, that song."
Ses03M_impro03_M028,neu,about two and a half weeks.,Ses03M,About two and a half weeks.
Ses03M_impro03_M029,hap,two and ... we love each other. yeah.,Ses03M,Two... we love each other.
Ses03M_impro03_M030,hap,"you got to meet her, she's wonderful.",Ses03M,You have to meet her. She's great.
Ses03M_impro03_M031,hap,she just graduated from high school and----she's planning to apply for colleges----and stuff.she's so great. she has so much life and energy and stuff.,Ses03M,"She's just graduated from high school... and she's going to apply to college... and she's great, and she's got a lot of life and energy."
Ses03M_impro03_M032,hap,"yeah, she is good-looking.",Ses03M,"Yeah, she's pretty."
Ses03M_impro03_M033,neu,i'm twenty eight years old.,Ses03M,I'm 28 years old.
Ses03M_impro03_M035,hap,i'm so excited. it's going to be great.,Ses03M,I'm so excited. It's gonna be great.
Ses03M_impro03_M038,neu,i'm still working at my parents' restaurant. busing tables.,Ses03M,"I still work at my parents' restaurant, hitchhiking."
Ses03M_impro03_M039,hap,oh that's great. my mom said we can move in with her again if we run out of money.,Ses03M,"My mom says if we run out of money, we can live with her again."
Ses03M_impro04_F001,neu,"well have you been trying to get a job, look for a job or...?",Ses03F,"Did you try to get a job, get a job, or..."
Ses03M_impro04_F003,neu,well what are you looking for? i mean--,Ses03F,What are you looking for? I mean...
Ses03M_impro04_F004,neu,"well, okay. well that's--",Ses03F,"All right, all right, that's..."
Ses03M_impro04_F007,sad,yeah.,Ses03F,Yeah.
Ses03M_impro04_F008,sad,yeah.,Ses03F,Yeah.
Ses03M_impro04_F010,hap,well what'd you major in?,Ses03F,What's your major?
Ses03M_impro04_F014,neu,i am...just like a law clerk.,Ses03F,I'm... like a clerk.
Ses03M_impro04_F015,neu,"well, i'm moving up. i mean it could be...",Ses03F,"I'm going up. I mean, it could be..."
Ses03M_impro04_F023,neu,"well... if you need something, i mean, you're just going to---can get a temporary thing right now and then look for something--",Ses03F,"Well... if you need anything, I mean, you're just gonna-- can get a temporary thing right now, and then look for something--"
Ses03M_impro04_F025,neu,"-it's going to get better i promise you. you just got to hang in there. everyone, i mean, you know?",Ses03F,"- I promise you, you'll be okay, you just hold on, everybody, I mean, you know?"
Ses03M_impro04_F029,neu,you got to be positive man. you got to try to just--,Ses03F,You have to be an active man. You have to try...
Ses03M_impro04_F030,neu,but you got to be real about it. you have to...,Ses03F,But you have to be realistic. You have to...
Ses03M_impro04_F031,neu,sixteen hundred.,Ses03F,Sixteen hundred dollars.
Ses03M_impro04_F032,neu,twenty-one hundred?,Ses03F,Two hundred?
Ses03M_impro04_M000,sad,i'm just so tired all the time.,Ses03M,I'm just too tired all the time.
Ses03M_impro04_M004,ang,cause i went to harvard.,Ses03M,Because I went to Harvard.
Ses03M_impro04_M008,ang,i'm smarter than half the people i work for.,Ses03M,I'm smarter than half the people I work for.
Ses03M_impro04_M014,neu,oh yeah? what kind of jobs they got?,Ses03M,What kind of work do they have?
Ses03M_impro04_M024,neu,yeah. it's alright. but--,Ses03M,"It's okay, but..."
Ses03M_impro04_M026,sad,no.,Ses03M,Nothing.
Ses03M_impro04_M030,sad,maybe i'll just kill myself.,Ses03M,Maybe I'll kill myself.
Ses03M_impro04_M031,sad,i was just joking...,Ses03M,I'm just kidding...
Ses03M_impro04_M038,neu,same difference.,Ses03M,The difference is the same.
Ses03M_impro04_M041,hap,"like, wow you're really smart we're going to give you an extra [garbage].",Ses03M,"Like, wow you're really smart and we'll give you an extra [cruck]."
Ses03M_impro05a_F000,neu,can i help you sir?,Ses03F,"May I help you, sir?"
Ses03M_impro05a_F001,neu,"well, let me just check on that for you. where are you coming--?",Ses03F,Let me check for you. Where are you going?
Ses03M_impro05a_F002,neu,"sir, yes it's in maryland. it's okay...well, i'm...just let me check here.",Ses03F,"Well, I just... let me check here."
Ses03M_impro05a_F005,neu,okay and this is direct flight?,Ses03F,Is this a straight flight?
Ses03M_impro05a_F007,neu,you're at me and i'm going to try to help you out sir but you just have to cooperate with me--,Ses03F,"I'll do my best to help you, sir, but all you have to do is cooperate with me."
Ses03M_impro05a_F008,neu,how many pieces of luggage do you have checked in?,Ses03F,How many luggage have you checked?
Ses03M_impro05a_F009,neu,eight pieces of luggage. okay.,Ses03F,- Eight pieces of luggage. - Okay.
Ses03M_impro05a_F011,neu,i'm sorry sir.,Ses03F,"Excuse me, sir."
Ses03M_impro05a_F012,neu,i'm very sorry but let's check on this immediately. this is definitely an emergency. it seems--,Ses03F,"I'm sorry, let's check it out right now. It's definitely an emergency. It seems..."
Ses03M_impro05a_F014,neu,yes--it is,Ses03F,"- Yeah, yeah, yeah."
Ses03M_impro05a_F016,neu,"okay. we will find your luggage. apparently because it somehow...what flight you were taking, you were on delta?",Ses03F,We'll find your luggage because... obviously... what flight were you on in the delta?
Ses03M_impro05a_F018,ang,"sir, i just...you need to calm down is what needs to happen right now.",Ses03F,"Sir, I just... you need to calm down what needs to happen right now."
Ses03M_impro05a_F021,neu,"please, please",Ses03F,"Please, please, please, please, please, please."
Ses03M_impro05a_F023,neu,okay. we can get it here in about seven to ten business days.,Ses03F,"Well, we can get it here in seven to ten working days."
Ses03M_impro05a_F024,neu,"yes. well, because--",Ses03F,"Yes, because..."
Ses03M_impro05a_F025,neu,i am the manager sir.,Ses03F,"I'm the manager, sir."
Ses03M_impro05a_F028,ang,what is your name?,Ses03F,What was your name again?
Ses03M_impro05a_M000,ang,yes you can help me. where is my luggage?,Ses03M,"Yes, can you help me with my luggage?"
Ses03M_impro05a_M001,ang,yeah. you do that. i'm coming from baltimore. you know where that is?,Ses03M,I'm from Batiamor. Do you know where that is?
Ses03M_impro05a_M002,ang,i had eight hundred pounds of luggage.,Ses03M,I have 800 pounds of luggage.
Ses03M_impro05a_M003,ang,okay. check.,Ses03M,"Okay, check."
Ses03M_impro05a_M004,ang,is it there?,Ses03M,Is it there?
Ses03M_impro05a_M005,ang,yes.,Ses03M,Yes.
Ses03M_impro05a_M006,ang,you don't know where we're at?,Ses03M,Don't you know where we are?
Ses03M_impro05a_M007,ang,god.,Ses03M,Jesus.
Ses03M_impro05a_M010,ang,okay. what do you want?,Ses03M,"All right, what do you want?"
Ses03M_impro05a_M011,ang,eight. and they're all gone.,Ses03M,"Eight, they're all gone."
Ses03M_impro05a_M012,ang,and what are you going to do about it? you going to call someone? you going to send me somewhere else?,Ses03M,"What are you gonna do, call someone else?"
Ses03M_impro05a_M013,ang,it's my mother's funeral tomorrow and the urn is in the suitcase.,Ses03M,This is my mom's funeral tomorrow. The urn is in the trunk.
Ses03M_impro05a_M014,ang,yeah.,Ses03M,Yeah.
Ses03M_impro05a_M016,ang,"oh, oh, that's a good deduction.",Ses03M,"Oh, oh, that's a good reasoning."
Ses03M_impro05a_M017,ang,"sherlock holmes. god, where's my luggage?",Ses03M,"Oh, where's my luggage?"
Ses03M_impro05a_M018,ang,calm down? it's my mother's funeral tomorrow. i'm the one responsible for this.,Ses03M,It's my mom's funeral tomorrow. I'm in charge.
Ses03M_impro05a_M020,ang,what is the matter with you?,Ses03M,What's the matter with you?
Ses03M_impro05a_M021,ang,don't yell at me.,Ses03M,Don't yell at me.
Ses03M_impro05a_M022,ang,oh my god. i think a blood vessel burst in my head.,Ses03M,I think a blood vessels burst my head.
Ses03M_impro05a_M023,ang,what?,Ses03M,What?
Ses03M_impro05a_M024,ang,what? are you kidding me?,Ses03M,What? Are you kidding me?
Ses03M_impro05a_M025,ang,give- give me your manager right now.,Ses03M,- Give me your manager.
Ses03M_impro05a_M026,ang,"you're the manager? you don't know where you work for, you don't know where you're at and you're the manager?",Ses03M,"You don't know where you work, you don't know where you are, you're the manager?"
Ses03M_impro05a_M027,ang,whose daughter are you?,Ses03M,Who is your daughter?
Ses03M_impro05a_M028,ang,sir. sir. sir. sir,Ses03M,"Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs, Sirs"
Ses03M_impro05a_M029,ang,my name is brent caption.,Ses03M,My name is Brent subtitles.
Ses03M_impro05a_M030,hap,now what are you going to do about it?,Ses03M,What are you gonna do now?
Ses03M_impro05b_F000,neu,can i help you sir?,Ses03F,"May I help you, sir?"
Ses03M_impro05b_F001,neu,okay. well let's...well i'm going to go ahead and check on that for you. you're coming from...where are you coming from?,Ses03F,"Okay, okay, let's... okay, I'm gonna check for you."
Ses03M_impro05b_F002,neu,baltimore and this is a direct flight to lax,Ses03F,"It's a straight-flying, relaxed plane."
Ses03M_impro05b_F003,neu,okay. let's look up here,Ses03F,"All right, let's see here."
Ses03M_impro05b_F004,neu,okay. well you um-...,Ses03F,"All right, all right, you um..."
Ses03M_impro05b_F005,neu,"what i can do for you is uh we can uh report lost, lost property.",Ses03F,"What I can do for you is, uh, we can report lost property."
Ses03M_impro05b_F006,neu,yes.,Ses03F,Yes.
Ses03M_impro05b_F007,neu,"well sir, if if...what i believe has happened is most of the flight was left--",Ses03F,"Sir, if... if most flights leave..."
Ses03M_impro05b_F008,neu,the luggage was left in baltimore. therefore--,Ses03F,"Leave the luggage with Battimer, so..."
Ses03M_impro05b_F009,neu,"like the luggage, the luggage on the flight.",Ses03F,"Like luggage, luggage on the plane."
Ses03M_impro05b_F010,neu,no actually it was...this is the first time this has ever happened. i don't know what happened--,Ses03F,"Actually, it's... it's the first time this has happened."
Ses03M_impro05b_F011,neu,"well, we can give you um- hotel lodging for a night if that--",Ses03F,We can give you a night's hotel room if...
Ses03M_impro05b_F012,neu,for tonight- for tonight sir. would you need to stay somewhere tonight?,Ses03F,"Tonight... tonight... sir, do you need to stay tonight?"
Ses03M_impro05b_F013,neu,we can do holiday inn or...?,Ses03F,Can we make a resort or...?
Ses03M_impro05b_F014,neu,sir i understand that but just--,Ses03F,"I understand, but..."
Ses03M_impro05b_F015,neu,did you have your name tags on the luggage?,Ses03F,Do you have your nameplate on your luggage?
Ses03M_impro05b_F016,neu,"okay. so if you can just give me your name, your name and your address and your phone number i can contact you as soon as we find out more information.",Ses03F,"If you can tell me your name, name, address, phone number, I can contact you as soon as I know more."
Ses03M_impro05b_F018,neu,what is your business?,Ses03F,What's it to you?
Ses03M_impro05b_F019,neu,"okay. sir? i am sorry to tell you this but this does happen. uh- this is not uh- really,",Ses03F,"I'm sorry to tell you, but it did happen."
Ses03M_impro05b_F020,neu,"i mean, our airline's fault. i don't know what happened, misplaced, something happened but we will get you--",Ses03F,"Our airline's fault, I don't know what happened, lost ground, what happened, but we'll get you..."
Ses03M_impro05b_F021,neu,"well, the entire flight, sir, the luggage was placed on another plane that never actually left baltimore.",Ses03F,"The whole flight, sir, was on another plane and never left Batymore."
Ses03M_impro05b_F022,neu,uh no i'm not.,Ses03F,"Uh, I didn't."
Ses03M_impro05b_F023,neu,"well we have some people back there that need some firing so, but i would just really appreciate--",Ses03F,"Well, we have some people out there that need some shooting, so, but I really appreciate--"
Ses03M_impro05b_F027,neu,"yes sir, yes.",Ses03F,"Yes, sir, yes."
Ses03M_impro05b_F028,neu,we can have them direct your luggage to san diego.,Ses03F,We can get them to take your luggage to San Diego.
Ses03M_impro05b_F029,neu,uh--,Ses03F,Well...
Ses03M_impro05b_F030,neu,some refreshments in the lobby?,Ses03F,What can I get you in the lobby?
Ses03M_impro05b_M008,ang,most of the...,Ses03M,Most of the time...
Ses03M_impro05b_M011,ang,i'm going to san diego tomorrow to stay with my family. what do i need hotel lodging for hmmm? can you tell me that?,Ses03M,Tomorrow I'm going to San Diego to live with my family.
Ses03M_impro05b_M013,ang,wow. thank you. holiday inn. wow. thank...the flight cost five hundred dollars.,Ses03M,"Thank you, the resort. Thank you. The flight cost is $500."
Ses03M_impro05b_M014,ang,"okay, so you can put me in holiday inn for twenty dollar a night?",Ses03M,"Okay, so can you put me in a holiday inn for $20 a night?"
Ses03M_impro05b_M015,ang,of course i had my name tags on the luggage.,Ses03M,Of course I have my name tag on my luggage.
Ses03M_impro05b_M016,ang,soon as you...that's not good enough okay?,Ses03M,"Once you... aren't good enough, okay?"
Ses03M_impro05b_M019,neu,i work for ibm.,Ses03M,ibm's ibm job.
Ses03M_impro05b_M020,ang,"you misplace a lot of, eight pieces of luggage.",Ses03M,You've made a lot of mistakes. Eight pieces of luggage.
Ses03M_impro05b_M021,ang,are you kidding me?,Ses03M,Are you kidding me?
Ses03M_impro05b_M022,ang,who are you going to fire because of that?,Ses03M,Who are you shooting at for this?
Ses03M_impro05b_M023,ang,"wow. this has never happened before. i've not lost,",Ses03M,I've never lost.
Ses03M_impro05b_M024,ang,in all thousand flights i've been on probably i can't even count how many flights i've been on. this has never happened before.,Ses03M,"I've been on a thousand flights, and I don't even know how many flights I've been on."
Ses03M_impro05b_M025,ang,this is the worst customer service i've ever gotten before.,Ses03M,This is the worst customer service I've ever had.
Ses03M_impro05b_M026,ang,okay. get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,Ses03M,"Well, go call and find out where my luggage is and tell me when to get there, okay?"
Ses03M_impro05b_M027,ang,"and and, in about...",Ses03M,"And, in about..."
Ses03M_impro05b_M029,ang,can you get it to the san diego airport? you get someone to drive it to my place alright? then i get a refund for some...i get a free flight alright? i get free whatever.,Ses03M,Can you take it to San Diego Airport?
Ses03M_impro05b_M031,ang,some peanuts? wow. that helps a lot.,Ses03M,"Wow, that's a big help."
Ses03M_impro05b_M032,ang,"thanks you, thank you i don't have my luggage so you gave me a holiday inn stay and peanuts. wow. you know what?",Ses03M,"Thank you, thank you, I don't have my luggage so you gave me a vacation hotel to stay and peanuts."
Ses03M_impro05b_M033,ang,i will never do business with delta again.,Ses03M,I'm not doing business with the delta anymore.
Ses03M_impro06_F000,sad,how's it going? how are you feeling?,Ses03F,How are you feeling?
Ses03M_impro06_F001,sad,hanging in there?,Ses03F,Hanging in there?
Ses03M_impro06_F002,sad,so sad.,Ses03F,So sad.
Ses03M_impro06_F003,sad,yeah.,Ses03F,Yeah.
Ses03M_impro06_F004,sad,you guys were real close huh?,Ses03F,"You guys are close, aren't you?"
Ses03M_impro06_F005,sad,i'm so sorry.,Ses03F,I'm sorry.
Ses03M_impro06_F007,sad,what happened? what went wrong?,Ses03F,What's going on?
Ses03M_impro06_F008,sad,oh man.,Ses03F,"Oh, man."
Ses03M_impro06_F009,sad,how are they?,Ses03F,How are they?
Ses03M_impro06_F010,sad,yeah. like i mean if you need anyone to talk to or anything i'm here for you okay?,Ses03F,"Yeah, like I mean, if you need anyone to talk or anything, I'm here for you okay?"
Ses03M_impro06_F011,sad,we're all here for you.,Ses03F,We're all here for you.
Ses03M_impro06_F012,sad,i know.,Ses03F,I know.
Ses03M_impro06_F013,sad,just things happen in life and you just...there's just no explanation you know? we just don't...,Ses03F,"What happens in life, and you just..."
Ses03M_impro06_F014,sad,yeah.,Ses03F,Yeah.
Ses03M_impro06_F015,sad,i'm so sorry.,Ses03F,I'm sorry.
Ses03M_impro06_F016,sad,"well now you can follow his footsteps, you know? carry out what he wanted to do.",Ses03F,"Now you can follow his footsteps, you know?"
Ses03M_impro06_F017,sad,well sure you could.,Ses03F,Of course you can.
Ses03M_impro06_F018,sad,yeah.,Ses03F,Yeah.
Ses03M_impro06_F019,sad,i would've loved to.,Ses03F,I would have liked that.
Ses03M_impro06_F020,sad,now i can't.,Ses03F,Not anymore.
Ses03M_impro06_M000,sad,i ah--,Ses03M,- I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-I'm-
Ses03M_impro06_M001,sad,alright.,Ses03M,Okay.
Ses03M_impro06_M002,sad,yeah.,Ses03M,Yeah.
Ses03M_impro06_M003,sad,it just feels like i was talking to him yesterday.,Ses03M,It felt like I was talking to him yesterday.
Ses03M_impro06_M004,sad,he was my only friend growing up.,Ses03M,He's the only friend I ever grew up with.
Ses03M_impro06_M005,sad,no one else would talk to me but he would.,Ses03M,"No one will talk to me, but he will."
Ses03M_impro06_M006,sad,he was supposed to be the best man at my wedding.,Ses03M,He's supposed to be my best man at my wedding.
Ses03M_impro06_M007,sad,yeah.,Ses03M,Yeah.
Ses03M_impro06_M008,sad,you know i was always the one to tell him to be more wild you know?,Ses03M,"You know it's always been me telling him to be wilder, you know?"
Ses03M_impro06_M009,sad,and he just took it overboard.,Ses03M,He just took it down.
Ses03M_impro06_M010,sad,you know a stupid case of drunk driving it's just...,Ses03M,You know a stupid case of drunk driving just...
Ses03M_impro06_M011,sad,"and the worst part of it is that he was in the car with his girlfriend,",Ses03M,The worst part is he's in the car with his girlfriend.
Ses03M_impro06_M012,sad,his girlfriend got killed too.,Ses03M,His girlfriend was also killed.
Ses03M_impro06_M013,sad,and the car that he hit was his family.,Ses03M,The car that was hit was his family.
Ses03M_impro06_M014,sad,the mother and father died--,Ses03M,Mother and father died...
Ses03M_impro06_M015,sad,and the kids are paralyzed in a coma right now.,Ses03M,The kids are paralyzed in a coma.
Ses03M_impro06_M016,sad,and just going to the funeral it's-,Ses03M,Then go to the funeral...
Ses03M_impro06_M017,sad,"-do i miss him or do i hate him, you know?",Ses03M,- Do I miss him or hate him?
Ses03M_impro06_M018,sad,i was supposed to see him last summer,Ses03M,I was supposed to see him last summer.
Ses03M_impro06_M019,sad,then i got busy with work and stuff and three years go by,Ses03M,"And then I was busy with work and stuff, and after three years,"
Ses03M_impro06_M020,sad,and then something like this happens you know?,Ses03M,"And then something like this happens, you know?"
Ses03M_impro06_M021,sad,i mean i haven't even talked to him on the phone for the past three months.,Ses03M,"I mean, I haven't talked to him on the phone in the last three months."
Ses03M_impro06_M022,sad,he's supposed to be my best friend.,Ses03M,He's supposed to be my best friend.
Ses03M_impro06_M023,sad,it's so fucked up.,Ses03M,It's so fucked up.
Ses03M_impro06_M024,sad,why is that?,Ses03M,Why?
Ses03M_impro06_M025,sad,he was studying to be a doctor.,Ses03M,He's studying to be a doctor.
Ses03M_impro06_M026,sad,"i mean he was...he wanted to help people in poor countries, that is his goal. he didn't care about the money. he just wanted to go and help people.",Ses03M,"I mean, he... he wants to help people in poor countries, that's his goal. He doesn't care about money, he just wants to help people."
Ses03M_impro06_M027,sad,what the...what am i doing?,Ses03M,What the hell am I doing?
Ses03M_impro06_M028,sad,working for corporate america? wow.,Ses03M,Working for an American company?
Ses03M_impro06_M029,sad,he actually wanted to do something.,Ses03M,He's actually trying to do something.
Ses03M_impro06_M030,sad,i can't do that.,Ses03M,I can't do this.
Ses03M_impro06_M031,sad,you should've met him.,Ses03M,You should see him.
Ses03M_impro06_M032,sad,he is the greatest...everyone liked him.,Ses03M,He's the best... everybody likes him.
Ses03M_impro07_F000,hap,hey. how's it going? i haven't seen you in awhile.,Ses03F,How's it going? I haven't seen you in a while.
Ses03M_impro07_F001,hap,what's going on joe?,Ses03F,What happened to Joe?
Ses03M_impro07_F006,hap,you're going to be here and i'm going to be in la so we can be together now. i mean we can be in the same city.,Ses03F,"You stay here, I stay here so we can be together now."
Ses03M_impro07_F007,hap,we can party. we can have fun.,Ses03F,We can have a party. We can have fun.
Ses03M_impro07_F008,hap,yeah. hopefully it won't be like high school.,Ses03F,I hope this isn't like high school.
Ses03M_impro07_F009,hap,"oh man i am so proud of you, that is...how did you get...i mean what did you do? how did you find out or what...?",Ses03F,"Oh, man, I'm proud of you."
Ses03M_impro07_F010,hap,oh man.,Ses03F,"Oh, man."
Ses03M_impro07_F011,hap,did you say yes yet? i mean have you sent in your answer?,Ses03F,Did you say yes?
Ses03M_impro07_F012,hap,all right.,Ses03F,Okay.
Ses03M_impro07_F013,hap,"this is so great, you know, because i gone fit on downtown so i'm going to be like right here. i think i'm going to be living at city lights downtown.",Ses03F,"It's great, you know, because I'm perfect in the middle of town, so I'm gonna be like here, and I think I'm gonna live in the center of town under the lights."
Ses03M_impro07_F014,hap,"yeah, it really is.",Ses03F,"Yes, it is."
